5.00E-01 3.82E-01 2.09E-01 1.46E-01 1.13E-01 9.17E-02 7.74E-02 6.70E-02 5.90E-02 5.28E-02 4.77E-02 4.36E-02 4.01E-02 3.71E-02 3.45E-02
0.00E+00 1.12E+00 7.91E-01 4.82E-01 3.56E-01 2.85E-01 2.38E-01 2.05E-01 1.80E-01 1.60E-01 1.45E-01 1.32E-01 1.21E-01 1.12E-01 1.04E-01
0.00E+00 0.00E+00 1.50E+00 1.07E+00 6.77E-01 5.14E-01 4.18E-01 3.55E-01 3.08E-01 2.73E-01 2.45E-01 2.23E-01 2.04E-01 1.89E-01 1.75E-01
0.00E+00 0.00E+00 0.00E+00 1.80E+00 1.29E+00 8.35E-01 6.43E-01 5.30E-01 4.53E-01 3.97E-01 3.54E-01 3.20E-01 2.92E-01 2.69E-01 2.49E-01
0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.06E+00 1.48E+00 9.70E-01 7.54E-01 6.26E-01 5.39E-01 4.75E-01 4.26E-01 3.86E-01 3.54E-01 3.27E-01
0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.29E+00 1.65E+00 1.09E+00 8.53E-01 7.12E-01 6.16E-01 5.45E-01 4.91E-01 4.47E-01 4.10E-01
0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.50E+00 1.81E+00 1.20E+00 9.43E-01 7.91E-01 6.87E-01 6.10E-01 5.50E-01 5.02E-01
0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.69E+00 1.95E+00 1.30E+00 1.03E+00 8.63E-01 7.51E-01 6.69E-01 6.05E-01
0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.87E+00 2.08E+00 1.39E+00 1.10E+00 9.30E-01 8.12E-01 7.25E-01
0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.04E+00 2.21E+00 1.48E+00 1.17E+00 9.93E-01 8.69E-01
0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.20E+00 2.32E+00 1.56E+00 1.24E+00 1.05E+00
0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.35E+00 2.44E+00 1.64E+00 1.31E+00
0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.50E+00 2.54E+00 1.72E+00
0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.64E+00 2.65E+00
0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.77E+00
